address,ID,categories,city,latitude,longitude,name,postal_code,review_count,stars_business
4116 Ridge Ave,BWITd9JUXP3gSi1z3Y-z8g,"Italian, Food, Nightlife, Pizza, Bars, Cocktail Bars, Beer, Wine & Spirits, Restaurants",Philadelphia,40.0078746,-75.1924072,In Riva,19129,729,4.0
1625 Sansom St,JVDHxMnKjif8XdXVFWiClg,"Beer, Wine & Spirits, Middle Eastern, Restaurants, Food",Philadelphia,39.9506511,-75.1683346,Dizengoff,19103,725,4.5
337 S St,YPLfRswyryjjW3VJa-SdaA,"Restaurants, Seafood, Cheesesteaks, Burgers, Pizza, Sandwiches",Philadelphia,39.9416787531,-75.1487875936,Ishkabibble's,19147,722,4.0
276 S 20th St,I2ISRV7IybkMc3HEYKUE9g,"Restaurants, Greek, Mediterranean, Seafood, American (New)",Philadelphia,39.948271,-75.174425,Audrey Claire,19103,722,4.0
7500 State Rd,_UOg5_pk9IhKee91eWrT4A,"Smokehouse, Barbeque, Food, Restaurants, Buffets",Philadelphia,40.029103,-75.0272619,Sweet Lucy's Smokehouse,19136,721,4.5
51 N 12th St,Zqd_DHAtrdzRJ8u3zwrvEA,"Restaurants, Delis, Sandwiches, Salad",Philadelphia,39.953284,-75.159403,Hershel's East Side Deli,19107,718,4.5
1253 N Front St,JrG4NINLspXPNhSXg7Q07Q,"Coffee & Tea, Restaurants, Cafes, American (New), Cocktail Bars, Breakfast & Brunch, Vegan, Bars, Nightlife, Food, Juice Bars & Smoothies, Beer Gardens",Philadelphia,39.9702007,-75.1356343,Front Street Cafe,19122,716,4.0
507 S 6th St,ME7nOO4hHoCwkbssGqsyPA,"Restaurants, Pizza, Vegan",Philadelphia,39.9427139128,-75.1521387816,Blackbird Pizzeria,19147,716,4.0
738 S 11th St,IGxrAQcqw8Mr1x9WLXQsNA,"Breakfast & Brunch, American (Traditional), Food, American (New), Sandwiches, Restaurants, Beer, Wine & Spirits",Philadelphia,39.9410364,-75.1608686,Hawthornes Biercafé,19147,716,4.0
221 N Columbus Blvd,gOrJeoLDOiW7muWuoE-sMg,"Restaurants, Nightlife, Arts & Entertainment, Seafood, Music Venues, American (New), Paint & Sip, Dance Clubs, Sandwiches, Bars",Philadelphia,39.9549030181,-75.1389125268,Morgan's Pier,19123,710,3.0
1216 Spruce St,bjPUhanWoinHi2kywvVzBA,"Italian, Mediterranean, Restaurants",Philadelphia,39.9464996,-75.1617652,Mercato BYOB,19107,709,4.0
907 Race St,ueAkLzWFFTzQkq3jzyBlnA,"Thai, Vietnamese, Restaurants",Philadelphia,39.9553922,-75.1546977,Pho Xe Lua Viet Thai Restaurant,19107,708,4.0
1009 Arch St,vUkiYPpbkMXA99WneLSGkQ,"Singaporean, Malaysian, Restaurants, Sushi Bars, Thai, Asian Fusion",Philadelphia,39.9537784576,-75.157045316,Banana Leaf,19107,706,3.5
4500 Walnut St,6_LnAQQ0-mml8YgpfRjGuA,"Halal, Middle Eastern, Restaurants, Food, Indian, Cheesesteaks, Desserts",Philadelphia,39.9549627,-75.2118511,Saad's Halal Restaurant,19139,702,4.5
1901 John F Kennedy Blvd,gjFUrbSMo1rA1jgG5IhA2A,"Brazilian, Food, Desserts, Restaurants, Barbeque, Chinese, American (New), Dim Sum, Steakhouses",Philadelphia,39.9547768017,-75.1726724432,Chima Steakhouse,19103,697,3.5
4120 Main St,ZGH8MzJa7Q7iIpmtzBAJAQ,"Sushi Bars, American (New), Bars, Pizza, American (Traditional), Restaurants, Nightlife, Breweries, Food",Philadelphia,40.022471,-75.2188,Manayunk Brewery,19127,692,3.5
530 South St,REiAM73RkOxFqCVlEFiRWA,"Lounges, Nightlife, Bars, Restaurants, Vegan, American (New), Dive Bars, Sandwiches, Cocktail Bars, Burgers, Local Flavor",Philadelphia,39.9416802,-75.1519159,Tattooed Mom,19147,692,4.0
2101 South St,bN_9QgxdOIk4oK-6fBDJtQ,"Breakfast & Brunch, American (Traditional), Restaurants, Comfort Food, Diners",Philadelphia,39.9451794837,-75.1771896936,Honey's Sit N Eat,19146,691,4.0
145 N 11th St,vVfy055EfLMdd0yJYHxiMQ,"Food, Coffee & Tea, Cafes, Bakeries, Desserts, Restaurants",Philadelphia,39.9552167,-75.1574268,A La Mousse,19107,691,4.5
"212 Walnut St, Fl 2",sb8-TzsXOV7IsErbpHZo3g,"Breakfast & Brunch, Lounges, Seafood, Bars, Nightlife, Restaurants, Italian, Tapas Bars",Philadelphia,39.9466579,-75.144724,Positano Coast by Aldo Lamberti,19106,689,3.5
214 Market St,wHkYLlZyPXllrQRlvidUlg,"Food, Local Flavor, Sandwiches, Restaurants, Fast Food, Delis, Cheesesteaks",Philadelphia,39.9497014,-75.1442745,Campo's Philly Cheesesteaks,19106,686,3.5
2034 Chestnut St,jS3affmkXWrBnidXA-DIfQ,"Steakhouses, Comfort Food, Butcher, Bars, Specialty Food, Food, Nightlife, Whiskey Bars, Restaurants, Gastropubs",Philadelphia,39.9520301,-75.1748960093,Butcher Bar,19103,682,4.0
2321 Fairmount Ave,DZglT5FP5VNDQJU3PuRIHw,"Cocktail Bars, Restaurants, Mexican, Bars, Nightlife",Philadelphia,39.967534,-75.1760734,La Calaca Feliz,19130,681,4.0
2201 Christian St,iWy6Wft0MMO9Ud2wM93frg,"American (New), Nightlife, Chicken Wings, Gastropubs, Cocktail Bars, Burgers, Bars, Pubs, Restaurants",Philadelphia,39.9418939,-75.1794584,The Sidecar Bar & Grille,19146,680,4.0
3653 Germantown Ave,4wq9bzoCe3Mh0cPbYH1eDg,"Steakhouses, Bars, Nightlife, Sandwiches, Restaurants, Cheesesteaks",Philadelphia,40.009045,-75.150471,Max's Steaks,19140,679,4.0
136 Chestnut St,SGi8AJhR8iS-LsQwcMOAVA,"Food, Belgian, Fish & Chips, Nightlife, Beer, Wine & Spirits, Food Delivery Services, Bars, Restaurants",Philadelphia,39.9483817004,-75.1438970408,Eulogy Belgian Tavern,19106,678,4.0
801 N 3rd St,W06QBC9vkxA5CVBNVrOMRA,"Bars, Food, Beer, Wine & Spirits, Nightlife, Pubs, Restaurants, Burgers, American (New)",Philadelphia,39.96350593,-75.1427820977,North Third,19123,677,4.0
1201 Filbert St,2WGnykxiM-Mp-qIm2u7iAw,"Restaurants, Pizza, Bars, Nightlife, Italian, Venues & Event Spaces, Event Planning & Services",Philadelphia,39.9531992,-75.1602278,Maggiano's Little Italy,19107,676,3.5
2331 E Cumberland St,u7cZUEGK6iJP2gvI22xY2A,"Bars, Restaurants, American (New), Beer Bar, Pubs, Nightlife",Philadelphia,39.9803676,-75.1230344,Memphis Taproom,19125,675,4.0
937 E Passyunk Ave,jHVotJhyPKOLuO7MVnmbtQ,"Vegan, Vegetarian, Sandwiches, American (New), Wine Bars, Cocktail Bars, Nightlife, Bars, Restaurants",Philadelphia,39.9370015,-75.1545039,Royal Tavern,19147,669,4.0
106 S 13th St,85e8Uyn8tIyEZCqBP80rqA,"Restaurants, Mexican",Philadelphia,39.9500808716,-75.162,Lolita,19107,668,4.0
517 S Leithgow St,F8yozE3NWnImNApHO347gQ,"Restaurants, Mediterranean, Moroccan",Philadelphia,39.9420436,-75.1495102,Marrakesh,19147,659,4.5
305 S St,FD7gMovIYQmhdn23Iq91zQ,"Pizza, Italian, Restaurants",Philadelphia,39.941596,-75.1478101,Lorenzo & Sons Pizza,19147,657,4.0
760 S 9th St,j99PtxlKTW_u5alE4jiqHQ,"Restaurants, Italian",Philadelphia,39.9400584,-75.1578655,Ralphs Italian Restaurant,19147,653,3.5
1429 Marlborough St,el-WV1mOpFmrQOowLnh4aw,"Restaurants, Hot Dogs, Sandwiches, Salad",Philadelphia,39.973362,-75.133615,Paesano's Philly Style,19125,652,4.5
1939 Callowhill St,u7_3L1NBWgxhBM_B-cmmnA,"Italian, Pizza, Restaurants, Salad",Philadelphia,39.960888,-75.171213,Pizzeria Vetri,19130,651,4.0
2401 E Norris St,GAuweBrcC_wK3a0UhZjwfA,"Restaurants, Tacos, Bars, Nightlife, Mexican",Philadelphia,39.977142,-75.127202,Loco Pez,19125,650,4.0
4420 Walnut St,irXywqvfXj9maLLOBQMYvg,"Bakeries, Food, Mediterranean, Breakfast & Brunch, Middle Eastern, Restaurants, Lebanese, Coffee & Tea, Halal",Philadelphia,39.9549844,-75.2115232,Manakeesh Cafe Bakery & Grill,19104,646,4.0
2101 Sansom St,Uky0DD3LU4C7eyNDhpmOXg,"Restaurants, Event Planning & Services, Food Delivery Services, Sandwiches, Desserts, Caterers, Breakfast & Brunch, Food, Bakeries, American (Traditional), American (New)",Philadelphia,39.9516785914,-75.1757079913,Day By Day,19103,642,4.0
1623 Sansom St,vhDWGF-8BfsxvS7Zo5Wv2w,"Beer, Wine & Spirits, Nightlife, Food, Beer Bar, Bars, Restaurants, Modern European",Philadelphia,39.9507508655,-75.1682812761,Abe Fisher,19103,640,4.5
306 Market St,y1Z9tymuBGVDZnYZoLk-2Q,"Burgers, American (New), Restaurants, Breakfast & Brunch",Philadelphia,39.9500007,-75.146124,Fork,19106,640,4.0
138 Market St,R3FDYMQBrMpkUquwE-eniQ,"Restaurants, American (New), Lounges, Nightlife, Bars, Breakfast & Brunch",Philadelphia,39.9496927497,-75.1436231285,The Continental Restaurant and Martini Bar,19106,638,4.0
1338-46 Chestnut St,9mA9qYqiv4c0T9ASid3PIQ,"Seafood, Restaurants, Wine Bars, American (Traditional), Italian, Steakhouses, Bars, Nightlife",Philadelphia,39.9506134672,-75.1636080327,The Capital Grille,19107,634,4.0
1119 Walnut St,bLJP0fVgscuUQy0hE_CRXA,"Restaurants, Thai, Bars, Nightlife",Philadelphia,39.9490512,-75.159888,Xiandu Thai,19107,631,4.0
1208 Frankford Ave,3ldp8B52AOzNSFnPMAY0ww,"Barbeque, Restaurants",Philadelphia,39.9692358,-75.134788,Fette Sau,19125,631,4.0
1116 Walnut St,mf0OyZ6DX2iKUFIV9TqFRQ,"Bars, Burgers, Chicken Wings, Restaurants, Pubs, Nightlife, American (Traditional), Irish",Philadelphia,39.9485658,-75.1598508,Moriarty's Restaurant and Irish Pub,19107,629,3.5
1109 Walnut St,2er_V-oAd7IbQ5YTY56r7A,"Restaurants, Burgers, American (New), Food, American (Traditional), Nightlife, Bars, Cocktail Bars, Salad",Philadelphia,39.9489334,-75.1595088,Bareburger - Midtown Village,19107,622,4.0
700 S 4th St,03jQGGJ2ch0uHTtW-UUUqg,"Bakeries, Breakfast & Brunch, Delis, Restaurants, Food, Sandwiches, Desserts",Philadelphia,39.9404915,-75.1496827,Famous 4th Street Delicatessen,19147,620,4.0
623 S 6th St,4_-IcMpkF_sBRHomWZHNzA,"Restaurants, French, Breakfast & Brunch",Philadelphia,39.9414622968,-75.1523852348,Bistrot La Minette,19147,619,4.5
501 N 13th St,4_W5pstoN1166TGjjPOrMg,"American (Traditional), Bars, Nightlife, Restaurants, Beer Bar, Gastropubs, Breakfast & Brunch, Tapas/Small Plates",Philadelphia,39.9613018,-75.1593118,Prohibition Taproom,19123,618,4.0
130 S 18th St,dChRGpit9fM_kZK5pafNyA,"Restaurants, American (New), Breakfast & Brunch, Burgers",Philadelphia,39.9506555,-75.1708991,The Love,19103,618,4.0
433 Chestnut St,DsKzHnkLKnxZTVsFpts4oA,"Breakfast & Brunch, American (New), Restaurants",Philadelphia,39.9492805,-75.1489288,Red Owl Tavern,19106,618,3.5
"1516 Sansom St, Fl 2",G9LZoNlCfRH941q87_JLIg,"Tex-Mex, Restaurants, Food, Nightlife, Beer, Wine & Spirits, Pubs, Bars, Mexican",Philadelphia,39.9502217062,-75.1665529981,Mission Taqueria,19102,617,4.0
1946 Lombard St,7lwe7n-Yc-V9E_HfLAeylg,"Restaurants, Pubs, Food, Bars, American (New), Nightlife",Philadelphia,39.9456566,-75.1747733,Pub & Kitchen,19146,615,3.5
130 S 19th St,htO_nlxkEsYHzDrtbiUxew,"Restaurants, Food, Coffee & Tea",Philadelphia,39.9506099,-75.172368,La Colombe Coffee,19103,614,4.0
111 S 17th St,dQZlvOEVNke30MY5iTiy1g,"Nightlife, Bars, Restaurants, Italian, Lounges, Steakhouses, Breakfast & Brunch",Philadelphia,39.951001,-75.16874,Davios,19103,614,4.0
1020 Cherry St,_k1CIuPkY-uLFm8lABFG8Q,"Nightlife, Restaurants, Bars, Asian Fusion, Chicken Wings, Korean",Philadelphia,39.954502,-75.15699,Bonchon Philadelphia,19107,613,3.5
112 N 9th St,gEX_kEhYgvLKGJtlY45BmQ,"Burmese, Restaurants",Philadelphia,39.953909,-75.1547889,Rangoon Burmese Restaurant,19107,612,4.0
1312 South St,ysvzP0VvMTrGmUClKJ3img,"Soul Food, Restaurants",Philadelphia,39.943366813,-75.1638820306,Ms Tootsie's RBL,19147,612,3.5
"200 S Broad St, Fl 19",17MK8qagV374AuUA4sXuIA,"Cafes, Lounges, Bars, American (New), American (Traditional), Restaurants, Nightlife, Seafood",Philadelphia,39.949104,-75.164768,XIX Nineteen,19102,611,3.5
1355 N Front St,hUmHwBQtGg0iH-PZakQJDw,"Restaurants, Tapas/Small Plates, Italian, Szechuan, Cocktail Bars, Pizza, Chinese, Bars, Nightlife",Philadelphia,39.971709,-75.135062,Wm Mulherin's Sons,19122,610,4.5
1709 E Passyunk Ave,6CUkqed0rhHtFwQ2i7Otsw,"Nightlife, Bars, Restaurants, Wine Bars, Tapas/Small Plates, Spanish",Philadelphia,39.9280846,-75.1652545,Barcelona Wine Bar Passyunk,19148,608,4.5
509 S 2nd St,7mpYTDb24SywNMRn3yeakQ,"Event Planning & Services, Whiskey Bars, American (New), American (Traditional), Venues & Event Spaces, Bars, Nightlife, Restaurants",Philadelphia,39.9418766,-75.1451988,The Twisted Tail,19147,604,4.0
102 Rector St,luv3Y2AjoOhxYRY_u5tRJA,"Italian, Restaurants, Sandwiches, Food Delivery Services, Salad, Food, Pizza, Gluten-Free",Philadelphia,40.0247731,-75.2213162,The Couch Tomato Cafe,19127,604,4.0
3401 Walnut St,2PWmnUV2Leb2Loj0TqxCMA,"Tex-Mex, Mexican, Nightlife, Bars, Restaurants",Philadelphia,39.9533493175,-75.193518705,Mad Mex - University City,19104,601,3.0
420 S 2nd St,vF_QwGltBpVesMMGclzB9Q,"Restaurants, Pizza, Italian",Philadelphia,39.9424247094,-75.1456823945,Pizzeria Stella,19147,601,4.0
4266 Main St,ktM6aYuzqWd-kA8SIWswiQ,"Bakeries, Bars, Beer Bar, American (Traditional), Event Planning & Services, Food, American (New), Cocktail Bars, Nightlife, Caterers, Restaurants, Tapas/Small Plates, Breakfast & Brunch",Philadelphia,40.024735,-75.2222673,Winnie's Manayunk,19127,599,3.5
1313 North Lee St,uJZgom8HpK74xz8IojpT0A,"Italian, Specialty Food, Pizza, Food, Restaurants, Nightlife, Bars, Juice Bars & Smoothies",Philadelphia,39.970799,-75.134989433,Pizzeria Beddia,19122,599,4.0
1850 Benjamin Franklin Pkwy,xQE1fuwKCXJEBcJgSSCNbw,"Steakhouses, Restaurants, American (Traditional)",Philadelphia,39.957207,-75.1699827,Urban Farmer Philadelphia,19103,597,4.0
261 S 44th St,RadvqFuRTZNEfSZ_avPRog,"Tex-Mex, Tacos, Vegan, Restaurants, Mexican, Breakfast & Brunch",Philadelphia,39.9532203,-75.2102519,Honest Tom's Plant Based Taco Shop,19104,597,4.0
941 Spruce St,1UNJeHTsS7WS9RxRzHw06g,"Nightlife, Bars, American (New), Gastropubs, Restaurants",Philadelphia,39.9462043942,-75.1577992928,Varga Bar,19107,597,3.5
624 S 6th St,_tt4nysrN8JpzLLVXL-z5A,"Breakfast & Brunch, Creperies, French, Restaurants",Philadelphia,39.9412513696,-75.1526180588,Creperie Beau Monde & L'Etage,19147,595,4.0
"1201 Market Street, (guest entrance at 1200 Filbert Street).",lZX5_8qspEXtMJGFQ0-Mow,"Event Planning & Services, Hotels & Travel, Venues & Event Spaces, Hotels, Restaurants",Philadelphia,39.952534,-75.160578,Philadelphia Marriott Downtown,19107,595,3.0
121 S 16th St,-ATiAtTikuGuqvaW2O6tNA,"Sandwiches, American (New), Lounges, Nightlife, Bars, Restaurants, Breakfast & Brunch",Philadelphia,39.9504833638,-75.1673305865,Marathon,19102,593,3.5
1140 S 9th St,Jg9kkOl4sx2AXJVohbpSiw,"Barbeque, Coffee & Tea, Mexican, Cannabis Clinics, Event Planning & Services, Personal Chefs, Restaurants, Juice Bars & Smoothies, Food, Health & Medical",Philadelphia,39.935354,-75.158801,South Philly Barbacoa,19147,593,4.5
18 S 20th St,hkirr3WzSTx2d9cdP_NKSQ,"Comfort Food, Middle Eastern, Vegetarian, Kosher, Restaurants",Philadelphia,39.952706,-75.173477,Mama's Vegetarian,19103,592,4.5
1526 Packer Ave,eMiN8nm70jjKg8izikVWDA,"Seafood, Nightlife, Sports Bars, Bars, Restaurants, American (New)",Philadelphia,39.9114175,-75.1745111,Chickie's & Pete's,19145,590,3.5
12th St & Arch St,aa0xi7fgFJyA4qWux6vz0A,"Restaurants, Cheesesteaks, Sandwiches, Salad",Philadelphia,39.9532735358,-75.1593375206,Carmen's Famous Italian Hoagies,19107,589,3.5
59 N 11th St,UQZ4p6xb_7gY7UXHmBzceg,"Restaurants, Chinese, Shanghainese, Dim Sum",Philadelphia,39.9532889,-75.1578543,Tom's Dim Sum,19107,587,3.5
1001 Spruce St,mUIBtlWNPD7sz3rGGWQ1RA,"Mediterranean, Food, Greek, Restaurants, Breakfast & Brunch",Philadelphia,39.9463322,-75.1579478,Kanella,19107,579,4.5
4421 Main St,un0xxX785wfQfprryh0TjQ,"Burgers, Pubs, Restaurants, Hot Dogs, Nightlife, Beer, Wine & Spirits, Food, Bars",Philadelphia,40.026303576,-75.2255360669,Lucky's Last Chance,19127,579,4.5
262 S 20th St,XU3Fe8I8dD3FaOmzAQXLnQ,"Breakfast & Brunch, Sandwiches, Food, Restaurants, Bagels",Philadelphia,39.9485847,-75.1744427,Spread Bagelry,19103,579,3.5
1915 S Broad St,ozOneB4jXOD6hv5WBGj4KQ,"Restaurants, Italian",Philadelphia,39.9263553,-75.1689367,Ristorante Pesto,19148,578,4.5
2313 Frankford Ave,g2zwbLIqxtN9nGGuL43trg,"Restaurants, Pizza, Specialty Food, Museums, Food, Arts & Entertainment",Philadelphia,39.9806746,-75.1280968,Pizza Brain,19125,575,4.0
1210 Walnut St,Hr6aM0s-woIJaW6DJSbvNQ,"Sushi Bars, Restaurants, Lounges, Ramen, Japanese, Nightlife, Bars",Philadelphia,39.948896,-75.1611319,Aki Nom Nom Sushi & Ramen,19107,573,3.5
1901 Callowhill St,OChSrnaj5tQ1-wm7zoVT4w,"Tapas/Small Plates, Restaurants, Barbeque, Japanese, Asian Fusion",Philadelphia,39.9607160127,-75.1701319521,Gyu-Kaku Japanese BBQ,19130,569,3.5
2130 Fairmount Ave,1Ck2drCXGh1h5bhc9aIRpg,"Restaurants, American (New), Nightlife, Barbeque, Bars",Philadelphia,39.9670823,-75.1733028,Jack's Firehouse,19130,569,3.5
128 S 19th St,YzluF3FNGjnW-tOrLZt8JA,"Sushi Bars, Japanese, Restaurants",Philadelphia,39.9509073,-75.1723929,Zama,19103,566,3.5
611 S 7th St,M_EpyAH1CZZVlhxfYBLOqg,"Pizza, Italian, Salad, Restaurants",Philadelphia,39.9418368,-75.153837,Nomad Pizza Company,19147,566,4.5
1315 Sansom St,vtSisxaozZ7HWpBl_W7VaQ,"American (New), Bars, Nightlife, Cocktail Bars, Arts & Entertainment, Lounges, Event Planning & Services, Venues & Event Spaces, Restaurants, Music Venues",Philadelphia,39.9500001533,-75.1625513634,Time,19107,565,4.0
105 S 13th St,Ou-_OQUNvBcaAoRU0XPtaQ,"Iberian, Wine Bars, Spanish, Nightlife, Latin American, Bars, Restaurants",Philadelphia,39.9502082,-75.161844,Jamonera,19107,563,4.0
117 Chestnut St,jEasa4Sbzy4NdLyzPPgQyg,"Breweries, Bars, Restaurants, Food, Nightlife, American (New), Pubs, Gastropubs",Philadelphia,39.9484739,-75.1435556,2nd Story Brewing,19106,561,4.0
110 S 16th St,WYel6hMEEPNwzVUlVBacbw,"Salad, Restaurants, Noodles, Juice Bars & Smoothies, Vegetarian, Food, Fruits & Veggies, Specialty Food, Vegan",Philadelphia,39.9507231094,-75.1675008738,honeygrow,19102,560,3.5
541 E Girard Ave,LO5yBY9uoowtq7FsaKPJXA,"Gastropubs, Restaurants",Philadelphia,39.9714957,-75.1273589,Kraftwork,19125,559,4.0
1648 E Passyunk Ave,QhgrhVKlXZtSY6gRThf8zA,"Cocktail Bars, Dim Sum, Nightlife, Restaurants, Chinese, Asian Fusion, Bars",Philadelphia,39.9289898,-75.1647415,Bing Bing Dim Sum,19148,557,4.0
207 Chestnut St,XJnTY0wG45x9GBrgfNpkCw,"Specialty Food, Breakfast & Brunch, Nightlife, Mexican, Food, Bars, Dance Clubs, Pubs, Cocktail Bars, Restaurants",Philadelphia,39.9484906,-75.1444675,Lucha Cartel,19106,556,3.5
1201 Frankford Ave,6x9hcZ1CJ4S9avBgPGS7-Q,"Seafood, Greek, Food, Music Venues, American (New), Sandwiches, Breakfast & Brunch, Beer, Wine & Spirits, Restaurants, Bars, Arts & Entertainment, Nightlife, Burgers, Gastropubs",Philadelphia,39.9690922,-75.134266,Johnny Brenda's,19125,556,4.0
200 Market St,ldr7iDtxFXX-q7tJuXqlGQ,"Pizza, Beer, Wine & Spirits, Food, Nightlife, American (New), Italian, Restaurants, Breakfast & Brunch, Bars, American (Traditional)",Philadelphia,39.9497082,-75.1439349,Revolution House,19106,554,3.5
1901 Callowhill St,jULIPydhMj18KOI5OHTwfA,"Tacos, Restaurants, Mexican",Philadelphia,39.9609147337,-75.1708267829,Buena Onda,19130,552,4.0
1730 Chestnut St,4hv1n1VBzMvE-T4UtIcOcw,"Restaurants, Coffee & Tea, Breakfast & Brunch, American (New), Chocolatiers & Shops, Meat Shops, Italian, Seafood Markets, Fruits & Veggies, Sandwiches, Shopping, Grocery, Specialty Food, Desserts, Food, Cheese Shops",Philadelphia,39.951311,-75.1700653,Di Bruno Bros.,19103,550,4.0
1837 Chestnut St,GUMVStVaJfWmCIpQA4TtHg,"Restaurants, Japanese, Sushi Bars",Philadelphia,39.952045,-75.17167,Crazy Sushi,19103,550,4.0
701 S 50th St,99e7bysta1myyrQogFEWUQ,"Beer, Wine & Spirits, Restaurants, Breweries, Pizza, Local Flavor, American (New), Vegetarian, Food, Brewpubs",Philadelphia,39.9477306374,-75.2227761947,Dock Street Brewery,19143,549,4.0
120 Lombard St,L4kfcADLCU4T33i7Z0CkuA,"Restaurants, Bars, Wine Bars, Mediterranean, Italian, Nightlife",Philadelphia,39.9419372505,-75.1446834884,Bistro Romano,19147,546,4.0
1225 Sansom St,rVGxva6cx2eID4ghDLVHJg,"Japanese, Restaurants, Korean, Sushi Bars",Philadelphia,39.9498493,-75.1615489,1225Raw Sushi and Sake Lounge,19107,545,3.5
909 Arch St,9c7MUiE6VI8NesjPdj5FkA,"Restaurants, Sushi Bars, Japanese, Bubble Tea, Taiwanese, Food",Philadelphia,39.9536791,-75.1551081,Bubblefish,19107,544,4.0
34 S Front St,arKiXax3ScSM_z3O-0CIyw,"Sports Bars, Restaurants, Bars, American (Traditional), Seafood, Nightlife, Italian, Beer Bar",Philadelphia,39.948706,-75.142687,Spasso Italian Grill,19106,541,4.0
48 N 10th St,QGYzYUMsQe6k7__LD91E5w,"Vietnamese, Restaurants, Sandwiches, Specialty Food, Ethnic Food, Food",Philadelphia,39.953229,-75.156582,QT Vietnamese Sandwich,19107,538,4.5
413 E Girard Ave,B9Z3i-n9y9FfMU3CQxtThA,"Restaurants, Burgers",Philadelphia,39.9705512,-75.1301184,Sketch Burger,19125,534,4.0
5734 Old 2nd St,itv5mVA2lkp_ivhSdmKGgw,"Korean, Restaurants, Japanese",Philadelphia,40.0385555068,-75.1242795983,Seorabol Korean Restaurant,19120,531,4.0
2212 S St,lRbHFOIFuusN2WOR_ypQ_A,"Restaurants, Coffee & Tea, Sandwiches, Desserts, Food, Breakfast & Brunch",Philadelphia,39.9451562,-75.179105,Ants Pants Café,19146,531,4.0
20 S 18th St,pm1bStJuol5XmxE_atZhCQ,"Restaurants, Japanese, Ramen",Philadelphia,39.9524929,-75.1702943,Nom Nom Ramen,19103,531,4.0
1219 S 2nd St,Oun4NN-u5yiHIxDqtJnxgA,"Restaurants, Korean, American (Traditional), Breakfast & Brunch, Donuts, Food, Coffee & Tea",Philadelphia,39.932223,-75.147463,Federal Donuts,19147,530,4.0
"1509 Mifflin St, Newbold",YqmClmk7oLcDzPWKHzgA-Q,"Breakfast & Brunch, Bars, Nightlife, Restaurants, Gastropubs, Pubs",Philadelphia,39.927216,-75.171477,South Philadelphia Tap Room,19145,530,4.0
746 S 6th St,jXtaxB2b64nA4uy13i024A,"Seafood, Restaurants",Philadelphia,39.939989,-75.152854,Little Fish,19147,529,4.5
1122 Washington Ave,PJjkH_VZeQwxEJvlQ-v7wA,"Restaurants, Asian Fusion, Vietnamese",Philadelphia,39.9372212861,-75.1628434626,Pho 75,19147,529,4.5
1318 Chestnut St,_f3JQU6IXpGmTLaSqGy79g,"German, Beer Bar, Food, Bars, Nightlife, Restaurants, Beer, Wine & Spirits, Beer Gardens",Philadelphia,39.9503152253,-75.1624865435,BRÜ Craft & Wurst,19107,526,3.5
1023 Race St,838bEDzZSPveDkAGrhVWYQ,"Restaurants, Chinese, Dim Sum, Seafood",Philadelphia,39.9557218,-75.1567726,Ocean Harbor,19107,524,3.0
"253 S 16th St, Apt 1",4_VDvhKpKSsj7jZYdocZYA,"Restaurants, Italian",Philadelphia,39.947783,-75.1677739,La Viola,19102,524,3.5
1001 Race St,T9C1od-JorSPXwXgzSqM9Q,"Seafood, Chicken Shop, Restaurants, Chinese",Philadelphia,39.95549425,-75.1559746,David's Mai Lai Wah,19107,522,3.0
132 Chestnut St,nR3VW9i2K8033QY0ZMTisw,"Sushi Bars, Restaurants, Japanese, Asian Fusion, Event Planning & Services, Caterers",Philadelphia,39.948163,-75.1437162,Zento Contemporary Japanese Cuisine,19106,519,4.0
41 S 16th St,PmJx4zNYCyR7Hx9AmgUUJA,"Burgers, Chicken Wings, Cheesesteaks, Steakhouses, Food, Restaurants",Philadelphia,39.9514989281,-75.1669257544,Steve's Prince of Steaks,19102,519,3.0
31 S 18th St,v45E6gg6MrAziTepkiWByA,"Wine Bars, Bars, American (New), Nightlife, Tapas/Small Plates, Cocktail Bars, Restaurants, Beer Gardens, Salad",Philadelphia,39.9522045,-75.1695409,Harper's Garden,19103,516,4.0
325 N Christopher Columbus Blvd,Gr6nYrQ_-3p4LcE4M84lTw,"Nightlife, Restaurants, Eatertainment, Bars, American (Traditional), Arts & Entertainment, Sports Bars, Arcades",Philadelphia,39.9570239499,-75.1374835117,Dave & Buster's,19106,515,2.5
4004 Chestnut St,YN4Kk751tmdvoarGo8z7_A,"Buffets, Pakistani, Restaurants, Indian, Vegan, Vegetarian",Philadelphia,39.9553921,-75.2026195,New Delhi Indian Restaurant,19104,514,4.0
1526 Sansom St,mlrzM-jUkKot28XJhScuuA,"Falafel, Middle Eastern, Mediterranean, Sandwiches, Vegan, Restaurants",Philadelphia,39.9502275,-75.1668635,Goldie,19102,514,4.5
1620 South St,lWedWkinrM5j13pyimbpbA,"Restaurants, Coffee & Tea, Food, Breakfast & Brunch, Event Planning & Services, American (Traditional), Caterers",Philadelphia,39.944043,-75.1695127,Miles Table,19146,514,4.5
100 S Independence Mall W,1OfhM-ZKvcpxyxptCCzEwA,"Bars, Nightlife, American (New), Gastropubs, Food Trucks, Parks, Restaurants, Beer Gardens, Active Life, Barbeque, Food, Beer, Wine & Spirits, American (Traditional)",Philadelphia,39.9502943,-75.150981,Independence Beer Garden,19106,513,3.5
